Grupo de edad,Laboratorio,Fecha inmunización,1° Dosis,2° Dosis
40-49,Campaña SARS-CoV-2 (Pfizer),2020-12-24,56,56.0
40-49,Campaña SARS-CoV-2 (Pfizer),2020-12-25,790,785.0
40-49,Campaña SARS-CoV-2 (Pfizer),2020-12-26,515,512.0
40-49,Campaña SARS-CoV-2 (Pfizer),2020-12-27,55,53.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-04,72,72.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-05,234,234.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-06,34,34.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-14,404,402.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-15,171,169.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-16,3,3.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-18,1968,1957.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-19,3661,3646.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-20,1692,1682.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-21,610,608.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-22,76,73.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-25,3,3.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-01-26,1,1.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-05,3,3.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-08,2,2.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-09,15,15.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-10,14,14.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-11,25,24.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-12,36,36.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-18,1,1.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-22,1868,1853.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-23,4439,4418.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-24,19189,19078.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-25,19303,19168.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-26,6678,6574.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-02-27,1026,1019.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-01,1485,1469.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-02,2170,2138.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-03,1248,1228.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-04,811,795.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-05,732,717.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-06,64,64.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-07,16,15.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-08,758,753.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-09,2072,2040.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-10,2973,2950.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-11,4451,4405.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-12,7545,7496.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-13,130,129.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-15,7025,6980.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-16,10097,10006.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-17,6012,5955.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-18,3415,3370.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-19,1037,1017.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-20,66,65.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-22,2747,2717.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-23,10076,9965.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-24,8396,8265.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-25,7270,7153.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-26,4966,4859.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-27,407,397.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-29,2287,2250.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-30,4323,4236.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-03-31,3950,3866.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-01,1793,1758.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-02,37,37.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-03,58,58.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-05,2632,2586.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-06,6055,5901.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-07,6973,6765.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-08,6216,6024.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-09,6087,5951.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-10,1233,1198.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-11,107,107.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-12,23592,23249.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-13,26660,26207.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-14,35154,34537.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-15,21816,21311.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-16,14140,13722.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-17,1902,1842.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-18,169,163.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-19,2969,2859.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-20,1937,1858.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-21,1402,1314.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-22,3411,3295.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-23,1630,1581.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-24,385,367.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-26,12676,12414.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-27,17189,16699.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-28,19739,19251.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-29,10028,9621.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-04-30,13327,12711.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-01,194,182.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-02,190,177.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-03,6302,5981.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-04,6024,5632.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-05,4087,3801.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-06,3783,3452.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-07,4518,3903.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-08,1184,989.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-09,14,12.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-10,1089,919.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-11,1006,777.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-12,585,452.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-13,946,495.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-14,1534,87.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-15,25,1.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-17,4316,22.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-18,6502,6.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-19,7232,6.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-20,5513,2.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-21,644,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-22,1534,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-23,191,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-24,7457,1.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-25,10343,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-26,5870,1.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-27,4344,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-28,3735,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-29,1486,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-30,218,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-05-31,5863,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-01,8142,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-02,6092,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-03,4245,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-04,1986,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-05,413,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-06,48,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-07,581,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-08,708,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-09,747,0.0
40-49,Campaña SARS-CoV-2 (Pfizer),2021-06-10,602,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-02,2445,2438.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-03,19593,19524.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-04,14801,14733.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-05,13112,13031.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-06,1955,1941.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-07,403,399.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-08,13318,13271.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-09,17393,17334.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-10,19283,19198.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-11,19777,19675.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-12,16900,16799.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-13,3298,3269.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-14,406,398.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-15,18172,18118.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-16,18226,18145.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-17,14738,14657.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-18,10598,10519.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-19,8271,8206.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-20,730,726.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-21,106,106.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-22,5108,5079.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-23,4628,4599.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-24,13518,13451.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-25,14685,14588.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-26,6667,6579.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-27,432,429.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-02-28,22,22.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-01,5100,5056.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-02,3647,3605.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-03,4077,4012.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-04,4179,4110.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-05,4330,4227.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-06,629,617.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-07,66,66.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-08,4848,4799.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-09,4841,4785.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-10,5340,5284.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-11,8240,8143.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-12,59225,58959.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-13,4474,4437.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-14,596,591.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-15,67452,67089.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-16,43233,42926.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-17,25164,24888.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-18,23560,23284.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-19,27299,26963.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-20,5550,5495.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-21,746,739.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-22,30522,30204.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-23,27684,27367.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-24,19232,18988.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-25,13946,13736.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-26,15395,15144.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-27,2053,2027.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-28,204,197.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-29,14148,13940.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-30,11075,10883.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-03-31,11405,11174.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-01,11829,11610.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-02,244,236.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-03,347,338.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-04,127,125.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-05,9613,9431.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-06,6288,6144.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-07,6200,6094.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-08,5962,5831.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-09,5971,5839.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-10,703,687.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-11,145,140.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-12,13663,13491.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-13,7799,7641.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-14,9151,8985.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-15,6103,5960.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-16,6545,6360.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-17,943,911.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-18,86,82.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-19,12673,12341.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-20,11001,10661.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-21,9083,8759.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-22,33497,32865.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-23,20212,19630.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-24,2178,2100.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-25,164,159.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-26,16624,16282.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-27,9280,9052.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-28,9337,9116.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-29,5623,5455.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-04-30,6929,6661.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-01,75,71.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-02,163,149.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-03,37114,35854.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-04,45451,43303.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-05,54941,52024.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-06,56964,53265.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-07,58513,53662.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-08,11312,9763.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-09,657,522.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-10,34005,29338.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-11,26526,21619.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-12,22548,16893.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-13,18320,11189.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-14,18926,1064.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-15,253,6.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-16,108,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-17,10016,31.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-18,6449,4.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-19,5727,2.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-20,6523,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-21,292,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-22,2341,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-23,442,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-24,14442,6.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-25,11672,2.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-26,13096,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-27,11465,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-28,12618,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-29,3621,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-30,1010,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-05-31,7295,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-01,1264,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-02,1022,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-03,1554,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-04,2684,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-05,1246,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-06,166,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-07,6728,1.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-08,8076,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-09,10779,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-10,7024,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-11,236,0.0
40-49,Campaña SARS-CoV-2 (Sinovac),2021-06-12,77,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2020-12-24,37,37.0
50-59,Campaña SARS-CoV-2 (Pfizer),2020-12-25,478,476.0
50-59,Campaña SARS-CoV-2 (Pfizer),2020-12-26,301,301.0
50-59,Campaña SARS-CoV-2 (Pfizer),2020-12-27,44,44.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-04,29,29.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-05,140,140.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-06,23,23.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-14,228,228.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-15,82,82.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-16,3,3.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-18,1350,1344.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-19,2554,2550.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-20,1318,1315.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-21,428,426.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-22,78,78.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-25,1,1.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-01-26,7,7.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-04,4,4.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-05,4,4.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-08,4,4.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-09,14,14.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-10,15,15.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-11,13,13.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-12,25,25.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-16,1,1.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-22,9546,9475.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-23,18842,18743.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-24,4675,4637.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-25,4150,4105.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-26,5879,5820.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-02-27,588,584.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-01,1244,1236.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-02,2090,2063.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-03,1268,1259.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-04,797,788.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-05,743,729.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-06,60,59.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-07,24,24.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-08,8611,8564.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-09,27692,27550.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-10,29797,29666.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-11,31598,31426.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-12,5537,5503.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-13,259,258.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-15,3899,3872.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-16,6601,6545.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-17,5594,5539.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-18,3089,3043.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-19,857,841.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-20,40,39.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-22,2846,2814.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-23,8008,7908.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-24,21411,21221.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-25,22861,22606.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-26,14153,13991.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-27,422,415.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-29,10504,10378.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-30,21224,20966.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-03-31,14912,14728.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-01,8324,8226.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-02,47,46.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-03,21,20.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-04,1,1.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-05,6652,6517.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-06,26543,26147.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-07,28693,28257.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-08,17505,17038.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-09,13191,12753.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-10,2892,2802.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-11,158,151.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-12,9991,9623.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-13,11703,11281.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-14,9106,8756.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-15,8272,7902.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-16,10388,9964.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-17,1326,1244.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-18,73,66.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-19,2362,2222.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-20,1514,1435.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-21,1081,1000.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-22,767,711.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-23,615,583.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-24,156,150.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-25,1,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-26,1884,1766.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-27,2502,2363.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-28,1806,1675.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-29,1422,1278.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-04-30,4732,4424.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-01,47,42.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-02,61,51.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-03,661,613.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-04,555,483.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-05,349,296.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-06,342,296.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-07,441,357.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-08,142,118.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-09,1,1.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-10,222,183.0
