Region;Sexo;edad;Personas
1;1;0;3047
1;1;1;2993
1;1;2;2912
1;1;3;2860
1;1;4;2883
1;1;5;3092
1;1;6;3159
1;1;7;3145
1;1;8;3112
1;1;9;3121
1;1;10;3142
1;1;11;3082
1;1;12;3017
1;1;13;2859
1;1;14;2755
1;1;15;2672
1;1;16;2709
1;1;17;2726
1;1;18;2705
1;1;19;2755
1;1;20;2872
1;1;21;2992
1;1;22;3132
1;1;23;3269
1;1;24;3418
1;1;25;3567
1;1;26;3707
1;1;27;3823
1;1;28;3883
1;1;29;3921
1;1;30;3936
1;1;31;3863
1;1;32;3778
1;1;33;3600
1;1;34;3439
1;1;35;3304
1;1;36;3190
1;1;37;3159
1;1;38;3155
1;1;39;3119
1;1;40;3016
1;1;41;2907
1;1;42;2814
1;1;43;2760
1;1;44;2694
1;1;45;2626
1;1;46;2551
1;1;47;2482
1;1;48;2389
1;1;49;2307
1;1;50;2232
1;1;51;2140
1;1;52;2034
1;1;53;1964
1;1;54;1952
1;1;55;1947
1;1;56;1933
1;1;57;1924
1;1;58;1884
1;1;59;1802
1;1;60;1697
1;1;61;1594
1;1;62;1544
1;1;63;1516
1;1;64;1485
1;1;65;1442
1;1;66;1397
1;1;67;1300
1;1;68;1182
1;1;69;1067
1;1;70;959
1;1;71;863
1;1;72;779
1;1;73;712
1;1;74;640
1;1;75;570
1;1;76;523
1;1;77;462
1;1;78;414
1;1;79;376
1;1;80;336
1;1;81;307
1;1;82;280
1;1;83;249
1;1;84;220
1;1;85;188
1;1;86;161
1;1;87;144
1;1;88;125
1;1;89;108
1;1;90;95
1;1;91;79
1;1;92;65
1;1;93;50
1;1;94;36
1;1;95;26
1;1;96;19
1;1;97;14
1;1;98;8
1;1;99;6
1;1;100;8
1;2;0;2924
1;2;1;2866
1;2;2;2784
1;2;3;2741
1;2;4;2765
1;2;5;2967
1;2;6;3036
1;2;7;3024
1;2;8;3004
1;2;9;3019
1;2;10;3039
1;2;11;2987
1;2;12;2925
1;2;13;2773
1;2;14;2670
1;2;15;2579
1;2;16;2592
1;2;17;2587
1;2;18;2540
1;2;19;2579
1;2;20;2689
1;2;21;2819
1;2;22;2985
1;2;23;3150
1;2;24;3320
1;2;25;3502
1;2;26;3638
1;2;27;3735
1;2;28;3758
1;2;29;3762
1;2;30;3747
1;2;31;3661
1;2;32;3570
1;2;33;3402
1;2;34;3267
1;2;35;3170
1;2;36;3084
1;2;37;3065
1;2;38;3059
1;2;39;3011
1;2;40;2891
1;2;41;2760
1;2;42;2641
1;2;43;2589
1;2;44;2544
1;2;45;2501
1;2;46;2441
1;2;47;2395
1;2;48;2321
1;2;49;2262
1;2;50;2193
1;2;51;2126
1;2;52;2027
1;2;53;1964
1;2;54;1951
1;2;55;1931
1;2;56;1925
1;2;57;1915
1;2;58;1884
1;2;59;1817
1;2;60;1730
1;2;61;1636
1;2;62;1579
1;2;63;1556
1;2;64;1533
1;2;65;1490
1;2;66;1446
1;2;67;1365
1;2;68;1259
1;2;69;1161
1;2;70;1067
1;2;71;958
1;2;72;880
1;2;73;818
1;2;74;757
1;2;75;694
1;2;76;640
1;2;77;581
1;2;78;529
1;2;79;484
1;2;80;445
1;2;81;412
1;2;82;381
1;2;83;346
1;2;84;313
1;2;85;274
1;2;86;243
1;2;87;221
1;2;88;205
1;2;89;183
1;2;90;169
1;2;91;147
1;2;92;120
1;2;93;97
1;2;94;77
1;2;95;61
1;2;96;46
1;2;97;33
1;2;98;24
1;2;99;14
1;2;100;41
2;1;0;5063
2;1;1;4960
2;1;2;4779
2;1;3;4625
2;1;4;4640
2;1;5;5065
2;1;6;5263
2;1;7;5133
2;1;8;5136
2;1;9;5084
2;1;10;5175
2;1;11;5233
2;1;12;5221
2;1;13;5111
2;1;14;4957
2;1;15;4753
2;1;16;4752
2;1;17;4810
2;1;18;4938
2;1;19;5091
2;1;20;5289
2;1;21;5523
2;1;22;5795
2;1;23;6060
2;1;24;6350
2;1;25;6606
2;1;26;6821
2;1;27;6973
2;1;28;6993
2;1;29;7033
2;1;30;6992
2;1;31;6891
2;1;32;6701
2;1;33;6464
2;1;34;6210
2;1;35;5982
2;1;36;5865
2;1;37;5799
2;1;38;5707
2;1;39;5617
2;1;40;5475
2;1;41;5351
2;1;42;5268
2;1;43;5206
2;1;44;5177
2;1;45;5144
2;1;46;5086
2;1;47;4985
2;1;48;4753
2;1;49;4554
2;1;50;4371
2;1;51;4152
2;1;52;3968
2;1;53;3811
2;1;54;3713
2;1;55;3666
2;1;56;3645
2;1;57;3601
2;1;58;3535
2;1;59;3404
2;1;60;3237
2;1;61;3042
2;1;62;2881
2;1;63;2764
2;1;64;2681
2;1;65;2576
2;1;66;2446
2;1;67;2284
2;1;68;2119
2;1;69;1925
2;1;70;1720
2;1;71;1467
2;1;72;1258
2;1;73;1144
2;1;74;1021
2;1;75;887
2;1;76;783
2;1;77;704
2;1;78;619
2;1;79;554
2;1;80;507
2;1;81;457
2;1;82;402
2;1;83;352
2;1;84;302
2;1;85;261
2;1;86;225
2;1;87;199
2;1;88;177
2;1;89;157
2;1;90;140
2;1;91;118
2;1;92;96
2;1;93;74
2;1;94;53
2;1;95;38
2;1;96;23
2;1;97;14
2;1;98;10
2;1;99;6
2;1;100;9
2;2;0;4863
2;2;1;4735
2;2;2;4540
2;2;3;4406
2;2;4;4408
2;2;5;4801
2;2;6;4985
2;2;7;4846
2;2;8;4853
2;2;9;4810
2;2;10;4897
2;2;11;4954
2;2;12;4957
2;2;13;4842
2;2;14;4672
2;2;15;4451
2;2;16;4435
2;2;17;4494
2;2;18;4632
2;2;19;4827
2;2;20;5060
2;2;21;5344
2;2;22;5658
2;2;23;5960
2;2;24;6255
2;2;25;6496
2;2;26;6674
2;2;27;6799
2;2;28;6816
2;2;29;6857
2;2;30;6819
2;2;31;6712
2;2;32;6507
2;2;33;6256
2;2;34;6015
2;2;35;5786
2;2;36;5672
2;2;37;5600
2;2;38;5506
2;2;39;5405
2;2;40;5278
2;2;41;5173
2;2;42;5101
2;2;43;5053
2;2;44;5041
2;2;45;5008
2;2;46;4940
2;2;47;4824
2;2;48;4590
2;2;49;4377
2;2;50;4197
2;2;51;3988
2;2;52;3808
2;2;53;3666
2;2;54;3574
2;2;55;3553
2;2;56;3563
2;2;57;3561
2;2;58;3533
2;2;59;3424
2;2;60;3267
2;2;61;3076
2;2;62;2922
2;2;63;2816
2;2;64;2745
2;2;65;2648
2;2;66;2540
2;2;67;2391
2;2;68;2262
2;2;69;2112
2;2;70;1950
2;2;71;1681
2;2;72;1502
2;2;73;1414
2;2;74;1299
2;2;75;1179
2;2;76;1086
2;2;77;1000
2;2;78;926
2;2;79;859
2;2;80;808
2;2;81;751
2;2;82;694
2;2;83;635
2;2;84;575
2;2;85;520
2;2;86;472
2;2;87;428
2;2;88;390
2;2;89;354
2;2;90;315
2;2;91;275
2;2;92;232
2;2;93;187
2;2;94;148
2;2;95;111
2;2;96;82
2;2;97;58
2;2;98;42
2;2;99;28
2;2;100;52
3;1;0;2098
3;1;1;2104
3;1;2;2104
3;1;3;2118
3;1;4;2206
3;1;5;2393
3;1;6;2455
3;1;7;2532
3;1;8;2501
3;1;9;2599
3;1;10;2685
3;1;11;2655
3;1;12;2572
3;1;13;2459
3;1;14;2379
3;1;15;2241
3;1;16;2118
3;1;17;2045
3;1;18;2032
3;1;19;2106
3;1;20;2137
3;1;21;2133
3;1;22;2154
3;1;23;2186
3;1;24;2259
3;1;25;2360
3;1;26;2453
3;1;27;2551
3;1;28;2641
3;1;29;2717
3;1;30;2797
3;1;31;2782
3;1;32;2786
3;1;33;2734
3;1;34;2590
3;1;35;2482
3;1;36;2398
3;1;37;2332
3;1;38;2325
3;1;39;2317
3;1;40;2276
3;1;41;2213
3;1;42;2168
3;1;43;2139
3;1;44;2127
3;1;45;2116
3;1;46;2080
3;1;47;2042
3;1;48;1998
3;1;49;1964
3;1;50;1961
3;1;51;1969
3;1;52;1976
3;1;53;1970
3;1;54;1942
3;1;55;1918
3;1;56;1894
3;1;57;1883
3;1;58;1848
3;1;59;1808
3;1;60;1718
3;1;61;1648
3;1;62;1585
3;1;63;1532
3;1;64;1488
3;1;65;1435
3;1;66;1363
3;1;67;1281
3;1;68;1192
3;1;69;1101
3;1;70;1001
3;1;71;884
3;1;72;805
3;1;73;753
3;1;74;694
3;1;75;629
3;1;76;573
3;1;77;524
3;1;78;479
3;1;79;441
3;1;80;409
3;1;81;375
3;1;82;332
3;1;83;298
3;1;84;260
3;1;85;223
3;1;86;187
3;1;87;164
3;1;88;145
3;1;89;125
3;1;90;106
3;1;91;87
3;1;92;67
3;1;93;51
3;1;94;38
3;1;95;27
3;1;96;18
3;1;97;11
3;1;98;6
3;1;99;5
3;1;100;9
3;2;0;2019
3;2;1;2024
3;2;2;2021
3;2;3;2036
3;2;4;2120
3;2;5;2307
3;2;6;2368
3;2;7;2442
3;2;8;2411
3;2;9;2510
3;2;10;2588
3;2;11;2554
3;2;12;2470
3;2;13;2350
3;2;14;2266
3;2;15;2120
3;2;16;1977
3;2;17;1881
3;2;18;1857
3;2;19;1910
3;2;20;1961
3;2;21;1974
3;2;22;2011
3;2;23;2072
3;2;24;2161
3;2;25;2277
3;2;26;2370
3;2;27;2472
3;2;28;2567
3;2;29;2630
3;2;30;2695
3;2;31;2674
3;2;32;2659
3;2;33;2597
3;2;34;2460
3;2;35;2362
3;2;36;2285
3;2;37;2221
3;2;38;2206
3;2;39;2181
3;2;40;2118
3;2;41;2055
3;2;42;1995
3;2;43;1964
3;2;44;1953
3;2;45;1945
3;2;46;1912
3;2;47;1887
3;2;48;1859
3;2;49;1850
3;2;50;1856
3;2;51;1883
3;2;52;1906
3;2;53;1914
3;2;54;1904
3;2;55;1903
3;2;56;1897
3;2;57;1895
3;2;58;1868
3;2;59;1835
3;2;60;1752
3;2;61;1680
3;2;62;1628
3;2;63;1571
3;2;64;1525
3;2;65;1468
3;2;66;1408
3;2;67;1338
3;2;68;1265
3;2;69;1186
3;2;70;1097
3;2;71;964
3;2;72;895
3;2;73;858
3;2;74;810
3;2;75;755
3;2;76;701
3;2;77;648
3;2;78;605
3;2;79;568
3;2;80;537
3;2;81;507
3;2;82;470
3;2;83;439
3;2;84;397
3;2;85;350
3;2;86;309
3;2;87;276
3;2;88;246
3;2;89;222
3;2;90;193
3;2;91;165
3;2;92;139
3;2;93;109
3;2;94;82
3;2;95;61
3;2;96;45
3;2;97;32
3;2;98;21
3;2;99;17
3;2;100;36
4;1;0;5057
4;1;1;5062
4;1;2;5078
4;1;3;5149
4;1;4;5368
4;1;5;5848
4;1;6;6269
4;1;7;6275
4;1;8;6271
4;1;9;6387
4;1;10;6347
4;1;11;6287
4;1;12;6172
4;1;13;5884
4;1;14;5620
4;1;15;5671
4;1;16;5590
4;1;17;5571
4;1;18;5571
4;1;19;5795
4;1;20;5868
4;1;21;5918
4;1;22;5965
4;1;23;6042
4;1;24;6189
4;1;25;6307
4;1;26;6407
4;1;27;6536
4;1;28;6646
4;1;29;6770
4;1;30;6851
4;1;31;6793
4;1;32;6636
4;1;33;6344
4;1;34;6080
4;1;35;5887
4;1;36;5768
4;1;37;5669
4;1;38;5706
4;1;39;5720
4;1;40;5707
4;1;41;5640
4;1;42;5612
4;1;43;5517
4;1;44;5434
4;1;45;5455
4;1;46;5513
4;1;47;5481
4;1;48;5328
4;1;49;5207
4;1;50;5166
4;1;51;5243
4;1;52;5232
4;1;53;5229
4;1;54;5179
4;1;55;5102
4;1;56;4990
4;1;57;4878
4;1;58;4716
4;1;59;4514
4;1;60;4341
4;1;61;4265
4;1;62;4220
4;1;63;4060
4;1;64;3995
4;1;65;3877
4;1;66;3722
4;1;67;3546
4;1;68;3326
4;1;69;3069
4;1;70;2876
4;1;71;2712
4;1;72;2567
4;1;73;2362
4;1;74;2181
4;1;75;2009
4;1;76;1897
4;1;77;1778
4;1;78;1666
4;1;79;1529
4;1;80;1415
4;1;81;1283
4;1;82;1178
4;1;83;1051
4;1;84;938
4;1;85;827
4;1;86;726
4;1;87;637
4;1;88;551
4;1;89;474
4;1;90;400
4;1;91;329
4;1;92;265
4;1;93;204
4;1;94;157
4;1;95;120
4;1;96;88
4;1;97;64
4;1;98;45
4;1;99;29
4;1;100;65
4;2;0;4871
4;2;1;4876
4;2;2;4888
4;2;3;4960
4;2;4;5168
4;2;5;5640
4;2;6;6058
4;2;7;6073
4;2;8;6071
4;2;9;6190
4;2;10;6158
4;2;11;6106
4;2;12;6002
4;2;13;5717
4;2;14;5450
4;2;15;5487
4;2;16;5404
4;2;17;5399
4;2;18;5428
4;2;19;5691
4;2;20;5758
4;2;21;5798
4;2;22;5841
4;2;23;5935
4;2;24;6065
4;2;25;6188
4;2;26;6296
4;2;27;6438
4;2;28;6576
4;2;29;6724
4;2;30;6844
4;2;31;6831
4;2;32;6736
4;2;33;6505
4;2;34;6316
4;2;35;6154
4;2;36;6037
4;2;37;5928
4;2;38;5943
4;2;39;5944
4;2;40;5934
4;2;41;5872
4;2;42;5853
4;2;43;5765
4;2;44;5715
4;2;45;5740
4;2;46;5816
4;2;47;5783
4;2;48;5620
4;2;49;5482
4;2;50;5429
4;2;51;5519
4;2;52;5534
4;2;53;5559
4;2;54;5525
4;2;55;5466
4;2;56;5351
4;2;57;5230
4;2;58;5061
4;2;59;4884
4;2;60;4722
4;2;61;4637
4;2;62;4579
4;2;63;4396
4;2;64;4326
4;2;65;4226
4;2;66;4095
4;2;67;3939
4;2;68;3741
4;2;69;3505
4;2;70;3318
4;2;71;3141
4;2;72;3017
4;2;73;2811
4;2;74;2641
4;2;75;2479
4;2;76;2382
4;2;77;2267
4;2;78;2156
4;2;79;2011
4;2;80;1892
4;2;81;1741
4;2;82;1629
4;2;83;1492
4;2;84;1367
4;2;85;1236
4;2;86;1111
4;2;87;998
4;2;88;891
4;2;89;790
4;2;90;693
4;2;91;586
4;2;92;496
4;2;93;398
4;2;94;323
4;2;95;258
4;2;96;202
4;2;97;150
4;2;98;113
4;2;99;86
4;2;100;245
5;1;0;10970
5;1;1;10969
5;1;2;10994
5;1;3;11147
5;1;4;11641
5;1;5;12523
5;1;6;12936
5;1;7;12710
5;1;8;12681
5;1;9;12978
5;1;10;12874
5;1;11;13061
5;1;12;12985
5;1;13;12710
5;1;14;12409
5;1;15;12376
5;1;16;12521
5;1;17;12764
5;1;18;13205
5;1;19;13740
5;1;20;14256
5;1;21;14659
5;1;22;15010
5;1;23;15280
5;1;24;15597
5;1;25;15743
5;1;26;15827
5;1;27;15865
5;1;28;15750
5;1;29;15800
5;1;30;15810
5;1;31;15425
5;1;32;15068
5;1;33;14394
5;1;34;13937
5;1;35;13707
5;1;36;13868
5;1;37;14025
5;1;38;13974
5;1;39;13760
5;1;40;13364
5;1;41;12879
5;1;42;12561
5;1;43;12361
5;1;44;12560
5;1;45;12441
5;1;46;12340
5;1;47;12130
5;1;48;11816
5;1;49;11504
5;1;50;11487
5;1;51;11610
5;1;52;11711
5;1;53;11870
5;1;54;11956
5;1;55;11969
5;1;56;11884
5;1;57;11777
5;1;58;11584
5;1;59;11384
5;1;60;11113
5;1;61;10888
5;1;62;10642
5;1;63;10350
5;1;64;10008
5;1;65;9664
5;1;66;9280
5;1;67;8896
5;1;68;8515
5;1;69;8053
5;1;70;7606
5;1;71;7102
5;1;72;6623
5;1;73;6217
5;1;74;5855
5;1;75;5490
5;1;76;5110
5;1;77;4717
5;1;78;4322
5;1;79;3937
5;1;80;3553
5;1;81;3186
5;1;82;2863
5;1;83;2551
5;1;84;2269
5;1;85;1994
5;1;86;1744
5;1;87;1531
5;1;88;1340
5;1;89;1168
5;1;90;1005
5;1;91;844
5;1;92;681
5;1;93;522
5;1;94;385
5;1;95;275
5;1;96;196
5;1;97;134
5;1;98;87
5;1;99;56
5;1;100;99
5;2;0;10532
5;2;1;10519
5;2;2;10538
5;2;3;10673
5;2;4;11137
5;2;5;11992
5;2;6;12407
5;2;7;12198
5;2;8;12188
5;2;9;12496
5;2;10;12421
5;2;11;12613
5;2;12;12536
5;2;13;12277
5;2;14;11988
5;2;15;11951
5;2;16;12092
5;2;17;12344
5;2;18;12791
5;2;19;13226
5;2;20;13579
5;2;21;13806
5;2;22;14040
5;2;23;14277
5;2;24;14667
5;2;25;14848
5;2;26;14990
5;2;27;15100
5;2;28;15074
5;2;29;15337
5;2;30;15446
5;2;31;15177
5;2;32;14911
5;2;33;14320
5;2;34;13678
5;2;35;13500
5;2;36;13687
5;2;37;13822
5;2;38;13798
5;2;39;13668
5;2;40;13426
5;2;41;13112
5;2;42;12908
5;2;43;12848
5;2;44;12939
5;2;45;12871
5;2;46;12799
5;2;47;12560
5;2;48;12252
5;2;49;12044
5;2;50;12090
5;2;51;12278
5;2;52;12443
5;2;53;12672
5;2;54;12926
5;2;55;13016
5;2;56;13006
5;2;57;12969
5;2;58;12853
5;2;59;12713
5;2;60;12470
5;2;61;12274
5;2;62;12038
5;2;63;11757
5;2;64;11326
5;2;65;11002
5;2;66;10634
5;2;67;10283
5;2;68;9913
5;2;69;9454
5;2;70;8992
5;2;71;8439
5;2;72;7966
5;2;73;7606
5;2;74;7292
5;2;75;6994
5;2;76;6669
5;2;77;6307
5;2;78;5925
5;2;79;5548
5;2;80;5135
5;2;81;4754
5;2;82;4404
5;2;83;4081
5;2;84;3778
5;2;85;3457
5;2;86;3154
5;2;87;2894
5;2;88;2638
5;2;89;2383
5;2;90;2133
5;2;91;1868
5;2;92;1569
5;2;93;1260
5;2;94;970
5;2;95;745
5;2;96;558
5;2;97;408
5;2;98;294
5;2;99;207
5;2;100;417
6;1;0;5752
6;1;1;5805
6;1;2;5880
6;1;3;6012
6;1;4;6326
6;1;5;6735
6;1;6;6765
6;1;7;6713
6;1;8;6827
6;1;9;6966
6;1;10;7097
6;1;11;7222
6;1;12;7203
6;1;13;7096
6;1;14;6800
6;1;15;6654
6;1;16;6641
6;1;17;6441
6;1;18;6010
6;1;19;5820
6;1;20;5711
6;1;21;5804
6;1;22;6018
6;1;23;6227
6;1;24;6447
6;1;25;6660
6;1;26;6935
6;1;27;7199
