Region,Dosis,edad,accumulated_vaccinated,start_date
Metropolitana,Segunda,43,36941.0,2021-05-28
Metropolitana,Segunda,44,37999.0,2021-05-28
Metropolitana,Segunda,45,52567.0,2021-05-28
Metropolitana,Segunda,46,60765.0,2021-05-28
Metropolitana,Segunda,47,67023.0,2021-05-28
Metropolitana,Segunda,48,73285.0,2021-05-28
Metropolitana,Segunda,49,74309.0,2021-05-28
Metropolitana,Segunda,50,72725.0,2021-05-28
Metropolitana,Segunda,51,70288.0,2021-05-28
Metropolitana,Segunda,52,72089.0,2021-05-28
Metropolitana,Segunda,53,73187.0,2021-05-28
Metropolitana,Segunda,54,74557.0,2021-05-28
Metropolitana,Segunda,55,76686.0,2021-05-28
Metropolitana,Segunda,56,77937.0,2021-05-28
Metropolitana,Segunda,57,77524.0,2021-05-28
Metropolitana,Segunda,58,78475.0,2021-05-28
Metropolitana,Segunda,59,74760.0,2021-05-28
Metropolitana,Segunda,60,74100.0,2021-05-28
Metropolitana,Segunda,61,68761.0,2021-05-28
Metropolitana,Segunda,62,66823.0,2021-05-28
Metropolitana,Segunda,63,65434.0,2021-05-28
Metropolitana,Segunda,64,62132.0,2021-05-28
Metropolitana,Segunda,65,58599.0,2021-05-28
Metropolitana,Segunda,66,52667.0,2021-05-28
Metropolitana,Segunda,67,52398.0,2021-05-28
Metropolitana,Segunda,68,47848.0,2021-05-28
Metropolitana,Segunda,69,44984.0,2021-05-28
Metropolitana,Segunda,70,42623.0,2021-05-28
Metropolitana,Segunda,71,41720.0,2021-05-28
Metropolitana,Segunda,72,40130.0,2021-05-28
Metropolitana,Segunda,73,37976.0,2021-05-28
Metropolitana,Segunda,74,36141.0,2021-05-28
Metropolitana,Segunda,75,33527.0,2021-05-28
Metropolitana,Segunda,76,32104.0,2021-05-28
Metropolitana,Segunda,77,29173.0,2021-05-28
Metropolitana,Segunda,78,27416.0,2021-05-28
Metropolitana,Segunda,79,24974.0,2021-05-28
Metropolitana,Segunda,80,179957.0,2021-05-28
Tarapacá,Primera,15,0.0,2021-05-28
Tarapacá,Primera,16,0.0,2021-05-28
Tarapacá,Primera,17,0.0,2021-05-28
Tarapacá,Primera,18,1440.0,2021-05-28
Tarapacá,Primera,19,1744.0,2021-05-28
Tarapacá,Primera,20,1770.0,2021-05-28
Tarapacá,Primera,21,1888.0,2021-05-28
Tarapacá,Primera,22,2107.0,2021-05-28
Tarapacá,Primera,23,2221.0,2021-05-28
Tarapacá,Primera,24,2458.0,2021-05-28
Tarapacá,Primera,25,2667.0,2021-05-28
Tarapacá,Primera,26,3032.0,2021-05-28
Tarapacá,Primera,27,3279.0,2021-05-28
Tarapacá,Primera,28,3443.0,2021-05-28
Tarapacá,Primera,29,3528.0,2021-05-28
Tarapacá,Primera,30,3968.0,2021-05-28
Tarapacá,Primera,31,3938.0,2021-05-28
Tarapacá,Primera,32,3991.0,2021-05-28
Tarapacá,Primera,33,3958.0,2021-05-28
Tarapacá,Primera,34,3801.0,2021-05-28
Tarapacá,Primera,35,3700.0,2021-05-28
Tarapacá,Primera,36,3767.0,2021-05-28
Tarapacá,Primera,37,3773.0,2021-05-28
Tarapacá,Primera,38,3956.0,2021-05-28
Tarapacá,Primera,39,4080.0,2021-05-28
Tarapacá,Primera,40,3921.0,2021-05-28
Tarapacá,Primera,41,3694.0,2021-05-28
Tarapacá,Primera,42,3538.0,2021-05-28
Tarapacá,Primera,43,3589.0,2021-05-28
Tarapacá,Primera,44,3619.0,2021-05-28
Tarapacá,Primera,45,3428.0,2021-05-28
Tarapacá,Primera,46,3458.0,2021-05-28
Tarapacá,Primera,47,3536.0,2021-05-28
Tarapacá,Primera,48,3570.0,2021-05-28
Tarapacá,Primera,49,3507.0,2021-05-28
Tarapacá,Primera,50,3229.0,2021-05-28
Tarapacá,Primera,51,3171.0,2021-05-28
Tarapacá,Primera,52,3030.0,2021-05-28
Tarapacá,Primera,53,3104.0,2021-05-28
Tarapacá,Primera,54,3135.0,2021-05-28
Tarapacá,Primera,55,3011.0,2021-05-28
Tarapacá,Primera,56,3085.0,2021-05-28
Tarapacá,Primera,57,3087.0,2021-05-28
Tarapacá,Primera,58,3107.0,2021-05-28
Tarapacá,Primera,59,2982.0,2021-05-28
Tarapacá,Primera,60,2955.0,2021-05-28
Tarapacá,Primera,61,2658.0,2021-05-28
Tarapacá,Primera,62,2582.0,2021-05-28
Tarapacá,Primera,63,2546.0,2021-05-28
Tarapacá,Primera,64,2504.0,2021-05-28
Tarapacá,Primera,65,2619.0,2021-05-28
Tarapacá,Primera,66,2252.0,2021-05-28
Tarapacá,Primera,67,2241.0,2021-05-28
Tarapacá,Primera,68,1933.0,2021-05-28
Tarapacá,Primera,69,1780.0,2021-05-28
Tarapacá,Primera,70,1731.0,2021-05-28
Tarapacá,Primera,71,1531.0,2021-05-28
Tarapacá,Primera,72,1448.0,2021-05-28
Tarapacá,Primera,73,1337.0,2021-05-28
Tarapacá,Primera,74,1236.0,2021-05-28
Tarapacá,Primera,75,1076.0,2021-05-28
Tarapacá,Primera,76,1004.0,2021-05-28
Tarapacá,Primera,77,947.0,2021-05-28
Tarapacá,Primera,78,822.0,2021-05-28
Tarapacá,Primera,79,714.0,2021-05-28
Tarapacá,Primera,80,5125.0,2021-05-28
Tarapacá,Segunda,15,0.0,2021-05-28
Tarapacá,Segunda,16,0.0,2021-05-28
Tarapacá,Segunda,17,0.0,2021-05-28
Tarapacá,Segunda,18,995.0,2021-05-28
Tarapacá,Segunda,19,1215.0,2021-05-28
Tarapacá,Segunda,20,1227.0,2021-05-28
Tarapacá,Segunda,21,1347.0,2021-05-28
Tarapacá,Segunda,22,1538.0,2021-05-28
Tarapacá,Segunda,23,1661.0,2021-05-28
Tarapacá,Segunda,24,1816.0,2021-05-28
Tarapacá,Segunda,25,1959.0,2021-05-28
Tarapacá,Segunda,26,1989.0,2021-05-28
Tarapacá,Segunda,27,2062.0,2021-05-28
Tarapacá,Segunda,28,2157.0,2021-05-28
Tarapacá,Segunda,29,2255.0,2021-05-28
Tarapacá,Segunda,30,2483.0,2021-05-28
Tarapacá,Segunda,31,2457.0,2021-05-28
Tarapacá,Segunda,32,2446.0,2021-05-28
Tarapacá,Segunda,33,2428.0,2021-05-28
Tarapacá,Segunda,34,2315.0,2021-05-28
Tarapacá,Segunda,35,2264.0,2021-05-28
Tarapacá,Segunda,36,2338.0,2021-05-28
Tarapacá,Segunda,37,2355.0,2021-05-28
Tarapacá,Segunda,38,2452.0,2021-05-28
Tarapacá,Segunda,39,2501.0,2021-05-28
Tarapacá,Segunda,40,2419.0,2021-05-28
Tarapacá,Segunda,41,2335.0,2021-05-28
Tarapacá,Segunda,42,2239.0,2021-05-28
Tarapacá,Segunda,43,2243.0,2021-05-28
Tarapacá,Segunda,44,2316.0,2021-05-28
Tarapacá,Segunda,45,2416.0,2021-05-28
Tarapacá,Segunda,46,2625.0,2021-05-28
Tarapacá,Segunda,47,2805.0,2021-05-28
Tarapacá,Segunda,48,2980.0,2021-05-28
Tarapacá,Segunda,49,2997.0,2021-05-28
Tarapacá,Segunda,50,2751.0,2021-05-28
Tarapacá,Segunda,51,2774.0,2021-05-28
Tarapacá,Segunda,52,2653.0,2021-05-28
Tarapacá,Segunda,53,2749.0,2021-05-28
Tarapacá,Segunda,54,2780.0,2021-05-28
Tarapacá,Segunda,55,2675.0,2021-05-28
Tarapacá,Segunda,56,2762.0,2021-05-28
Tarapacá,Segunda,57,2763.0,2021-05-28
Tarapacá,Segunda,58,2808.0,2021-05-28
Tarapacá,Segunda,59,2720.0,2021-05-28
Tarapacá,Segunda,60,2747.0,2021-05-28
Tarapacá,Segunda,61,2467.0,2021-05-28
Tarapacá,Segunda,62,2411.0,2021-05-28
Tarapacá,Segunda,63,2401.0,2021-05-28
Tarapacá,Segunda,64,2361.0,2021-05-28
Tarapacá,Segunda,65,2505.0,2021-05-28
Tarapacá,Segunda,66,2159.0,2021-05-28
Tarapacá,Segunda,67,2146.0,2021-05-28
Tarapacá,Segunda,68,1871.0,2021-05-28
Tarapacá,Segunda,69,1707.0,2021-05-28
Tarapacá,Segunda,70,1669.0,2021-05-28
Tarapacá,Segunda,71,1479.0,2021-05-28
Tarapacá,Segunda,72,1398.0,2021-05-28
Tarapacá,Segunda,73,1300.0,2021-05-28
Tarapacá,Segunda,74,1209.0,2021-05-28
Tarapacá,Segunda,75,1040.0,2021-05-28
Tarapacá,Segunda,76,975.0,2021-05-28
Tarapacá,Segunda,77,919.0,2021-05-28
Tarapacá,Segunda,78,804.0,2021-05-28
Tarapacá,Segunda,79,685.0,2021-05-28
Tarapacá,Segunda,80,4962.0,2021-05-28
Valparaíso,Primera,15,0.0,2021-05-28
Valparaíso,Primera,16,0.0,2021-05-28
Valparaíso,Primera,17,0.0,2021-05-28
Valparaíso,Primera,18,3956.0,2021-05-28
Valparaíso,Primera,19,4890.0,2021-05-28
Valparaíso,Primera,20,5783.0,2021-05-28
Valparaíso,Primera,21,6375.0,2021-05-28
Valparaíso,Primera,22,7283.0,2021-05-28
Valparaíso,Primera,23,7948.0,2021-05-28
Valparaíso,Primera,24,8862.0,2021-05-28
Valparaíso,Primera,25,9492.0,2021-05-28
Valparaíso,Primera,26,15925.0,2021-05-28
Valparaíso,Primera,27,17235.0,2021-05-28
Valparaíso,Primera,28,18098.0,2021-05-28
Valparaíso,Primera,29,18806.0,2021-05-28
Valparaíso,Primera,30,20702.0,2021-05-28
Valparaíso,Primera,31,21042.0,2021-05-28
Valparaíso,Primera,32,20956.0,2021-05-28
Valparaíso,Primera,33,20082.0,2021-05-28
Valparaíso,Primera,34,19834.0,2021-05-28
Valparaíso,Primera,35,19281.0,2021-05-28
Valparaíso,Primera,36,19092.0,2021-05-28
Valparaíso,Primera,37,19434.0,2021-05-28
Valparaíso,Primera,38,20624.0,2021-05-28
Valparaíso,Primera,39,20844.0,2021-05-28
Valparaíso,Primera,40,19840.0,2021-05-28
Valparaíso,Primera,41,19579.0,2021-05-28
Valparaíso,Primera,42,19340.0,2021-05-28
Valparaíso,Primera,43,18667.0,2021-05-28
Valparaíso,Primera,44,19282.0,2021-05-28
Valparaíso,Primera,45,19902.0,2021-05-28
Valparaíso,Primera,46,20476.0,2021-05-28
Valparaíso,Primera,47,20511.0,2021-05-28
Valparaíso,Primera,48,20588.0,2021-05-28
Valparaíso,Primera,49,20275.0,2021-05-28
Valparaíso,Primera,50,20233.0,2021-05-28
Valparaíso,Primera,51,19666.0,2021-05-28
Valparaíso,Primera,52,20631.0,2021-05-28
Valparaíso,Primera,53,21415.0,2021-05-28
Valparaíso,Primera,54,22078.0,2021-05-28
Valparaíso,Primera,55,22145.0,2021-05-28
Valparaíso,Primera,56,22518.0,2021-05-28
Valparaíso,Primera,57,22530.0,2021-05-28
Valparaíso,Primera,58,23017.0,2021-05-28
Valparaíso,Primera,59,22133.0,2021-05-28
Valparaíso,Primera,60,21929.0,2021-05-28
Valparaíso,Primera,61,20905.0,2021-05-28
Valparaíso,Primera,62,20582.0,2021-05-28
Valparaíso,Primera,63,20577.0,2021-05-28
Valparaíso,Primera,64,19439.0,2021-05-28
Valparaíso,Primera,65,18973.0,2021-05-28
Valparaíso,Primera,66,17504.0,2021-05-28
Valparaíso,Primera,67,17443.0,2021-05-28
Valparaíso,Primera,68,16228.0,2021-05-28
Valparaíso,Primera,69,15345.0,2021-05-28
Valparaíso,Primera,70,14381.0,2021-05-28
Valparaíso,Primera,71,14292.0,2021-05-28
Valparaíso,Primera,72,13590.0,2021-05-28
Valparaíso,Primera,73,12974.0,2021-05-28
Valparaíso,Primera,74,12239.0,2021-05-28
Valparaíso,Primera,75,11820.0,2021-05-28
Valparaíso,Primera,76,11306.0,2021-05-28
Valparaíso,Primera,77,10242.0,2021-05-28
Valparaíso,Primera,78,9356.0,2021-05-28
Valparaíso,Primera,79,8760.0,2021-05-28
Valparaíso,Primera,80,63264.0,2021-05-28
Valparaíso,Segunda,15,0.0,2021-05-28
Valparaíso,Segunda,16,0.0,2021-05-28
Valparaíso,Segunda,17,0.0,2021-05-28
Valparaíso,Segunda,18,3166.0,2021-05-28
Valparaíso,Segunda,19,4061.0,2021-05-28
Valparaíso,Segunda,20,4815.0,2021-05-28
Valparaíso,Segunda,21,5321.0,2021-05-28
Valparaíso,Segunda,22,6159.0,2021-05-28
Valparaíso,Segunda,23,6770.0,2021-05-28
Valparaíso,Segunda,24,7562.0,2021-05-28
Valparaíso,Segunda,25,8039.0,2021-05-28
Valparaíso,Segunda,26,8815.0,2021-05-28
Valparaíso,Segunda,27,9007.0,2021-05-28
Valparaíso,Segunda,28,9489.0,2021-05-28
Valparaíso,Segunda,29,10008.0,2021-05-28
Valparaíso,Segunda,30,10460.0,2021-05-28
Valparaíso,Segunda,31,10682.0,2021-05-28
Valparaíso,Segunda,32,10712.0,2021-05-28
Valparaíso,Segunda,33,10052.0,2021-05-28
Valparaíso,Segunda,34,10069.0,2021-05-28
Valparaíso,Segunda,35,9654.0,2021-05-28
Valparaíso,Segunda,36,9560.0,2021-05-28
Valparaíso,Segunda,37,9737.0,2021-05-28
Valparaíso,Segunda,38,10236.0,2021-05-28
Valparaíso,Segunda,39,10505.0,2021-05-28
Valparaíso,Segunda,40,9961.0,2021-05-28
Valparaíso,Segunda,41,9815.0,2021-05-28
Valparaíso,Segunda,42,9949.0,2021-05-28
Valparaíso,Segunda,43,9713.0,2021-05-28
Valparaíso,Segunda,44,10176.0,2021-05-28
Valparaíso,Segunda,45,13343.0,2021-05-28
Valparaíso,Segunda,46,15140.0,2021-05-28
Valparaíso,Segunda,47,16610.0,2021-05-28
Valparaíso,Segunda,48,17834.0,2021-05-28
Valparaíso,Segunda,49,17861.0,2021-05-28
Valparaíso,Segunda,50,18110.0,2021-05-28
Valparaíso,Segunda,51,17690.0,2021-05-28
Valparaíso,Segunda,52,18735.0,2021-05-28
Valparaíso,Segunda,53,19554.0,2021-05-28
Valparaíso,Segunda,54,20247.0,2021-05-28
Valparaíso,Segunda,55,20370.0,2021-05-28
Valparaíso,Segunda,56,20866.0,2021-05-28
Valparaíso,Segunda,57,20996.0,2021-05-28
Valparaíso,Segunda,58,21495.0,2021-05-28
Valparaíso,Segunda,59,20787.0,2021-05-28
Valparaíso,Segunda,60,20766.0,2021-05-28
Valparaíso,Segunda,61,19839.0,2021-05-28
Valparaíso,Segunda,62,19646.0,2021-05-28
Valparaíso,Segunda,63,19713.0,2021-05-28
Valparaíso,Segunda,64,18622.0,2021-05-28
Valparaíso,Segunda,65,18296.0,2021-05-28
Valparaíso,Segunda,66,16969.0,2021-05-28
Valparaíso,Segunda,67,16899.0,2021-05-28
Valparaíso,Segunda,68,15762.0,2021-05-28
Valparaíso,Segunda,69,14909.0,2021-05-28
Valparaíso,Segunda,70,13993.0,2021-05-28
Valparaíso,Segunda,71,13893.0,2021-05-28
Valparaíso,Segunda,72,13283.0,2021-05-28
Valparaíso,Segunda,73,12680.0,2021-05-28
Valparaíso,Segunda,74,11963.0,2021-05-28
Valparaíso,Segunda,75,11560.0,2021-05-28
Valparaíso,Segunda,76,11066.0,2021-05-28
Valparaíso,Segunda,77,10027.0,2021-05-28
Valparaíso,Segunda,78,9145.0,2021-05-28
Valparaíso,Segunda,79,8560.0,2021-05-28
Valparaíso,Segunda,80,61654.0,2021-05-28
Ñuble,Primera,15,0.0,2021-05-28
Ñuble,Primera,16,0.0,2021-05-28
Ñuble,Primera,17,0.0,2021-05-28
Ñuble,Primera,18,2129.0,2021-05-28
Ñuble,Primera,19,2297.0,2021-05-28
Ñuble,Primera,20,2228.0,2021-05-28
Ñuble,Primera,21,2367.0,2021-05-28
Ñuble,Primera,22,2596.0,2021-05-28
Ñuble,Primera,23,2590.0,2021-05-28
Ñuble,Primera,24,2865.0,2021-05-28
Ñuble,Primera,25,2868.0,2021-05-28
Ñuble,Primera,26,3907.0,2021-05-28
Ñuble,Primera,27,4201.0,2021-05-28
Ñuble,Primera,28,4483.0,2021-05-28
Ñuble,Primera,29,4615.0,2021-05-28
Ñuble,Primera,30,4799.0,2021-05-28
Ñuble,Primera,31,4996.0,2021-05-28
Ñuble,Primera,32,4945.0,2021-05-28
Ñuble,Primera,33,4897.0,2021-05-28
Ñuble,Primera,34,4967.0,2021-05-28
Ñuble,Primera,35,4874.0,2021-05-28
Ñuble,Primera,36,4773.0,2021-05-28
Ñuble,Primera,37,4747.0,2021-05-28
Ñuble,Primera,38,5142.0,2021-05-28
Ñuble,Primera,39,5312.0,2021-05-28
Ñuble,Primera,40,5237.0,2021-05-28
Ñuble,Primera,41,5038.0,2021-05-28
Ñuble,Primera,42,4862.0,2021-05-28
Ñuble,Primera,43,4985.0,2021-05-28
Ñuble,Primera,44,4856.0,2021-05-28
Ñuble,Primera,45,5464.0,2021-05-28
Ñuble,Primera,46,5768.0,2021-05-28
Ñuble,Primera,47,6012.0,2021-05-28
Ñuble,Primera,48,6383.0,2021-05-28
Ñuble,Primera,49,6394.0,2021-05-28
Ñuble,Primera,50,6307.0,2021-05-28
Ñuble,Primera,51,6074.0,2021-05-28
Ñuble,Primera,52,6461.0,2021-05-28
Ñuble,Primera,53,6579.0,2021-05-28
Ñuble,Primera,54,6614.0,2021-05-28
Ñuble,Primera,55,6580.0,2021-05-28
Ñuble,Primera,56,6532.0,2021-05-28
Ñuble,Primera,57,6444.0,2021-05-28
Ñuble,Primera,58,6364.0,2021-05-28
Ñuble,Primera,59,6334.0,2021-05-28
Ñuble,Primera,60,6440.0,2021-05-28
Ñuble,Primera,61,5915.0,2021-05-28
Ñuble,Primera,62,5811.0,2021-05-28
Ñuble,Primera,63,5683.0,2021-05-28
Ñuble,Primera,64,5495.0,2021-05-28
Ñuble,Primera,65,5167.0,2021-05-28
Ñuble,Primera,66,5023.0,2021-05-28
Ñuble,Primera,67,4960.0,2021-05-28
Ñuble,Primera,68,4608.0,2021-05-28
Ñuble,Primera,69,4200.0,2021-05-28
Ñuble,Primera,70,4057.0,2021-05-28
Ñuble,Primera,71,3906.0,2021-05-28
Ñuble,Primera,72,3822.0,2021-05-28
Ñuble,Primera,73,3628.0,2021-05-28
Ñuble,Primera,74,3356.0,2021-05-28
Ñuble,Primera,75,3228.0,2021-05-28
Ñuble,Primera,76,2909.0,2021-05-28
Ñuble,Primera,77,2742.0,2021-05-28
Ñuble,Primera,78,2579.0,2021-05-28
Ñuble,Primera,79,2384.0,2021-05-28
Ñuble,Primera,80,16335.0,2021-05-28
Ñuble,Segunda,15,0.0,2021-05-28
Ñuble,Segunda,16,0.0,2021-05-28
Ñuble,Segunda,17,0.0,2021-05-28
Ñuble,Segunda,18,1065.0,2021-05-28
Ñuble,Segunda,19,1334.0,2021-05-28
Ñuble,Segunda,20,1352.0,2021-05-28
Ñuble,Segunda,21,1527.0,2021-05-28
Ñuble,Segunda,22,1725.0,2021-05-28
Ñuble,Segunda,23,1919.0,2021-05-28
Ñuble,Segunda,24,2129.0,2021-05-28
Ñuble,Segunda,25,2212.0,2021-05-28
Ñuble,Segunda,26,2331.0,2021-05-28
Ñuble,Segunda,27,2435.0,2021-05-28
Ñuble,Segunda,28,2603.0,2021-05-28
Ñuble,Segunda,29,2620.0,2021-05-28
Ñuble,Segunda,30,2706.0,2021-05-28
Ñuble,Segunda,31,2787.0,2021-05-28
Ñuble,Segunda,32,2729.0,2021-05-28
Ñuble,Segunda,33,2739.0,2021-05-28
Ñuble,Segunda,34,2728.0,2021-05-28
Ñuble,Segunda,35,2656.0,2021-05-28
Ñuble,Segunda,36,2620.0,2021-05-28
Ñuble,Segunda,37,2585.0,2021-05-28
Ñuble,Segunda,38,2832.0,2021-05-28
Ñuble,Segunda,39,2847.0,2021-05-28
Ñuble,Segunda,40,2805.0,2021-05-28
Ñuble,Segunda,41,2692.0,2021-05-28
Ñuble,Segunda,42,2627.0,2021-05-28
Ñuble,Segunda,43,2732.0,2021-05-28
Ñuble,Segunda,44,2725.0,2021-05-28
Ñuble,Segunda,45,3774.0,2021-05-28
Ñuble,Segunda,46,4315.0,2021-05-28
Ñuble,Segunda,47,4888.0,2021-05-28
Ñuble,Segunda,48,5557.0,2021-05-28
Ñuble,Segunda,49,5552.0,2021-05-28
Ñuble,Segunda,50,5646.0,2021-05-28
Ñuble,Segunda,51,5472.0,2021-05-28
Ñuble,Segunda,52,5873.0,2021-05-28
Ñuble,Segunda,53,6014.0,2021-05-28
Ñuble,Segunda,54,6089.0,2021-05-28
Ñuble,Segunda,55,6075.0,2021-05-28
Ñuble,Segunda,56,6081.0,2021-05-28
Ñuble,Segunda,57,6043.0,2021-05-28
Ñuble,Segunda,58,5983.0,2021-05-28
Ñuble,Segunda,59,5970.0,2021-05-28
Ñuble,Segunda,60,6159.0,2021-05-28
Ñuble,Segunda,61,5645.0,2021-05-28
Ñuble,Segunda,62,5600.0,2021-05-28
Ñuble,Segunda,63,5488.0,2021-05-28
Ñuble,Segunda,64,5307.0,2021-05-28
Ñuble,Segunda,65,5024.0,2021-05-28
Ñuble,Segunda,66,4897.0,2021-05-28
Ñuble,Segunda,67,4853.0,2021-05-28
Ñuble,Segunda,68,4494.0,2021-05-28
Ñuble,Segunda,69,4104.0,2021-05-28
Ñuble,Segunda,70,3961.0,2021-05-28
Ñuble,Segunda,71,3812.0,2021-05-28
Ñuble,Segunda,72,3739.0,2021-05-28
Ñuble,Segunda,73,3544.0,2021-05-28
Ñuble,Segunda,74,3299.0,2021-05-28
Ñuble,Segunda,75,3151.0,2021-05-28
Ñuble,Segunda,76,2831.0,2021-05-28
Ñuble,Segunda,77,2667.0,2021-05-28
Ñuble,Segunda,78,2518.0,2021-05-28
Ñuble,Segunda,79,2326.0,2021-05-28
Ñuble,Segunda,80,15940.0,2021-05-28
