Region,Dosis,edad,accumulated_vaccinated,start_date
Antofagasta,Segunda,16,9.0,2021-04-06
Antofagasta,Segunda,17,9.0,2021-04-06
Antofagasta,Segunda,18,82.0,2021-04-06
Antofagasta,Segunda,19,285.0,2021-04-06
Antofagasta,Segunda,20,517.0,2021-04-06
Antofagasta,Segunda,21,685.0,2021-04-06
Antofagasta,Segunda,22,793.0,2021-04-06
Antofagasta,Segunda,23,931.0,2021-04-06
Antofagasta,Segunda,24,1121.0,2021-04-06
Antofagasta,Segunda,25,1175.0,2021-04-06
Antofagasta,Segunda,26,1344.0,2021-04-06
Antofagasta,Segunda,27,1510.0,2021-04-06
Antofagasta,Segunda,28,1504.0,2021-04-06
Antofagasta,Segunda,29,1536.0,2021-04-06
Antofagasta,Segunda,30,1609.0,2021-04-06
Antofagasta,Segunda,31,1671.0,2021-04-06
Antofagasta,Segunda,32,1546.0,2021-04-06
Antofagasta,Segunda,33,1541.0,2021-04-06
Antofagasta,Segunda,34,1428.0,2021-04-06
Antofagasta,Segunda,35,1395.0,2021-04-06
Antofagasta,Segunda,36,1325.0,2021-04-06
Antofagasta,Segunda,37,1228.0,2021-04-06
Antofagasta,Segunda,38,1286.0,2021-04-06
Antofagasta,Segunda,39,1222.0,2021-04-06
Antofagasta,Segunda,40,1133.0,2021-04-06
Antofagasta,Segunda,41,1028.0,2021-04-06
Antofagasta,Segunda,42,944.0,2021-04-06
Antofagasta,Segunda,43,948.0,2021-04-06
Antofagasta,Segunda,44,1005.0,2021-04-06
Antofagasta,Segunda,45,974.0,2021-04-06
Antofagasta,Segunda,46,1009.0,2021-04-06
Antofagasta,Segunda,47,1107.0,2021-04-06
Antofagasta,Segunda,48,1023.0,2021-04-06
Antofagasta,Segunda,49,1018.0,2021-04-06
Antofagasta,Segunda,50,1016.0,2021-04-06
Antofagasta,Segunda,51,964.0,2021-04-06
Antofagasta,Segunda,52,884.0,2021-04-06
Antofagasta,Segunda,53,839.0,2021-04-06
Antofagasta,Segunda,54,905.0,2021-04-06
Antofagasta,Segunda,55,1037.0,2021-04-06
Antofagasta,Segunda,56,1632.0,2021-04-06
Antofagasta,Segunda,57,1846.0,2021-04-06
Antofagasta,Segunda,58,1909.0,2021-04-06
Antofagasta,Segunda,59,2073.0,2021-04-06
Antofagasta,Segunda,60,4049.0,2021-04-06
Antofagasta,Segunda,61,4043.0,2021-04-06
Antofagasta,Segunda,62,3929.0,2021-04-06
Antofagasta,Segunda,63,4040.0,2021-04-06
Antofagasta,Segunda,64,3807.0,2021-04-06
Antofagasta,Segunda,65,3836.0,2021-04-06
Antofagasta,Segunda,66,3526.0,2021-04-06
Antofagasta,Segunda,67,3453.0,2021-04-06
Antofagasta,Segunda,68,3203.0,2021-04-06
Antofagasta,Segunda,69,2796.0,2021-04-06
Antofagasta,Segunda,70,2728.0,2021-04-06
Antofagasta,Segunda,71,2480.0,2021-04-06
Antofagasta,Segunda,72,2280.0,2021-04-06
Antofagasta,Segunda,73,2162.0,2021-04-06
Antofagasta,Segunda,74,1972.0,2021-04-06
Antofagasta,Segunda,75,1818.0,2021-04-06
Antofagasta,Segunda,76,1709.0,2021-04-06
Antofagasta,Segunda,77,1557.0,2021-04-06
Antofagasta,Segunda,78,1478.0,2021-04-06
Antofagasta,Segunda,79,1239.0,2021-04-06
Antofagasta,Segunda,80,8271.0,2021-04-06
Arica y Parinacota,Primera,15,0.0,2021-04-06
Arica y Parinacota,Primera,16,89.0,2021-04-06
Arica y Parinacota,Primera,17,113.0,2021-04-06
Arica y Parinacota,Primera,18,255.0,2021-04-06
Arica y Parinacota,Primera,19,407.0,2021-04-06
Arica y Parinacota,Primera,20,478.0,2021-04-06
Arica y Parinacota,Primera,21,470.0,2021-04-06
Arica y Parinacota,Primera,22,612.0,2021-04-06
Arica y Parinacota,Primera,23,629.0,2021-04-06
Arica y Parinacota,Primera,24,733.0,2021-04-06
Arica y Parinacota,Primera,25,808.0,2021-04-06
Arica y Parinacota,Primera,26,834.0,2021-04-06
Arica y Parinacota,Primera,27,945.0,2021-04-06
Arica y Parinacota,Primera,28,886.0,2021-04-06
Arica y Parinacota,Primera,29,1016.0,2021-04-06
Arica y Parinacota,Primera,30,1113.0,2021-04-06
Arica y Parinacota,Primera,31,1141.0,2021-04-06
Arica y Parinacota,Primera,32,1108.0,2021-04-06
Arica y Parinacota,Primera,33,1117.0,2021-04-06
Arica y Parinacota,Primera,34,1162.0,2021-04-06
Arica y Parinacota,Primera,35,1112.0,2021-04-06
Arica y Parinacota,Primera,36,1161.0,2021-04-06
Arica y Parinacota,Primera,37,1054.0,2021-04-06
Arica y Parinacota,Primera,38,1112.0,2021-04-06
Arica y Parinacota,Primera,39,1133.0,2021-04-06
Arica y Parinacota,Primera,40,1059.0,2021-04-06
Arica y Parinacota,Primera,41,1040.0,2021-04-06
Arica y Parinacota,Primera,42,1024.0,2021-04-06
Arica y Parinacota,Primera,43,931.0,2021-04-06
Arica y Parinacota,Primera,44,976.0,2021-04-06
Arica y Parinacota,Primera,45,958.0,2021-04-06
Arica y Parinacota,Primera,46,1038.0,2021-04-06
Arica y Parinacota,Primera,47,1095.0,2021-04-06
Arica y Parinacota,Primera,48,1100.0,2021-04-06
Arica y Parinacota,Primera,49,1049.0,2021-04-06
Arica y Parinacota,Primera,50,1203.0,2021-04-06
Arica y Parinacota,Primera,51,1392.0,2021-04-06
Arica y Parinacota,Primera,52,1398.0,2021-04-06
Arica y Parinacota,Primera,53,1465.0,2021-04-06
Arica y Parinacota,Primera,54,1542.0,2021-04-06
Arica y Parinacota,Primera,55,1602.0,2021-04-06
Arica y Parinacota,Primera,56,1686.0,2021-04-06
Arica y Parinacota,Primera,57,1760.0,2021-04-06
Arica y Parinacota,Primera,58,1851.0,2021-04-06
Arica y Parinacota,Primera,59,1646.0,2021-04-06
Arica y Parinacota,Primera,60,1836.0,2021-04-06
Arica y Parinacota,Primera,61,1767.0,2021-04-06
Arica y Parinacota,Primera,62,1808.0,2021-04-06
Arica y Parinacota,Primera,63,1798.0,2021-04-06
Arica y Parinacota,Primera,64,1761.0,2021-04-06
Arica y Parinacota,Primera,65,1732.0,2021-04-06
Arica y Parinacota,Primera,66,1716.0,2021-04-06
Arica y Parinacota,Primera,67,1628.0,2021-04-06
Arica y Parinacota,Primera,68,1500.0,2021-04-06
Arica y Parinacota,Primera,69,1392.0,2021-04-06
Arica y Parinacota,Primera,70,1364.0,2021-04-06
Arica y Parinacota,Primera,71,1302.0,2021-04-06
Arica y Parinacota,Primera,72,1261.0,2021-04-06
Arica y Parinacota,Primera,73,1237.0,2021-04-06
Arica y Parinacota,Primera,74,1172.0,2021-04-06
Arica y Parinacota,Primera,75,1101.0,2021-04-06
Arica y Parinacota,Primera,76,932.0,2021-04-06
Arica y Parinacota,Primera,77,1015.0,2021-04-06
Arica y Parinacota,Primera,78,856.0,2021-04-06
Arica y Parinacota,Primera,79,720.0,2021-04-06
Arica y Parinacota,Primera,80,4852.0,2021-04-06
Arica y Parinacota,Segunda,15,0.0,2021-04-06
Arica y Parinacota,Segunda,16,5.0,2021-04-06
Arica y Parinacota,Segunda,17,14.0,2021-04-06
Arica y Parinacota,Segunda,18,55.0,2021-04-06
Arica y Parinacota,Segunda,19,166.0,2021-04-06
Arica y Parinacota,Segunda,20,173.0,2021-04-06
Arica y Parinacota,Segunda,21,158.0,2021-04-06
Arica y Parinacota,Segunda,22,248.0,2021-04-06
Arica y Parinacota,Segunda,23,274.0,2021-04-06
Arica y Parinacota,Segunda,24,364.0,2021-04-06
Arica y Parinacota,Segunda,25,395.0,2021-04-06
Arica y Parinacota,Segunda,26,437.0,2021-04-06
Arica y Parinacota,Segunda,27,528.0,2021-04-06
Arica y Parinacota,Segunda,28,502.0,2021-04-06
Arica y Parinacota,Segunda,29,554.0,2021-04-06
Arica y Parinacota,Segunda,30,646.0,2021-04-06
Arica y Parinacota,Segunda,31,643.0,2021-04-06
Arica y Parinacota,Segunda,32,623.0,2021-04-06
Arica y Parinacota,Segunda,33,628.0,2021-04-06
Arica y Parinacota,Segunda,34,678.0,2021-04-06
Arica y Parinacota,Segunda,35,623.0,2021-04-06
Arica y Parinacota,Segunda,36,672.0,2021-04-06
Arica y Parinacota,Segunda,37,586.0,2021-04-06
Arica y Parinacota,Segunda,38,629.0,2021-04-06
Arica y Parinacota,Segunda,39,612.0,2021-04-06
Arica y Parinacota,Segunda,40,610.0,2021-04-06
Arica y Parinacota,Segunda,41,580.0,2021-04-06
Arica y Parinacota,Segunda,42,523.0,2021-04-06
Arica y Parinacota,Segunda,43,498.0,2021-04-06
Arica y Parinacota,Segunda,44,521.0,2021-04-06
Arica y Parinacota,Segunda,45,468.0,2021-04-06
Arica y Parinacota,Segunda,46,510.0,2021-04-06
Arica y Parinacota,Segunda,47,546.0,2021-04-06
Arica y Parinacota,Segunda,48,529.0,2021-04-06
Arica y Parinacota,Segunda,49,483.0,2021-04-06
Arica y Parinacota,Segunda,50,482.0,2021-04-06
Arica y Parinacota,Segunda,51,435.0,2021-04-06
Arica y Parinacota,Segunda,52,400.0,2021-04-06
Arica y Parinacota,Segunda,53,402.0,2021-04-06
Arica y Parinacota,Segunda,54,415.0,2021-04-06
Arica y Parinacota,Segunda,55,454.0,2021-04-06
Arica y Parinacota,Segunda,56,584.0,2021-04-06
Arica y Parinacota,Segunda,57,604.0,2021-04-06
Arica y Parinacota,Segunda,58,630.0,2021-04-06
Arica y Parinacota,Segunda,59,615.0,2021-04-06
Arica y Parinacota,Segunda,60,1413.0,2021-04-06
Arica y Parinacota,Segunda,61,1399.0,2021-04-06
Arica y Parinacota,Segunda,62,1480.0,2021-04-06
Arica y Parinacota,Segunda,63,1495.0,2021-04-06
Arica y Parinacota,Segunda,64,1529.0,2021-04-06
Arica y Parinacota,Segunda,65,1535.0,2021-04-06
Arica y Parinacota,Segunda,66,1539.0,2021-04-06
Arica y Parinacota,Segunda,67,1470.0,2021-04-06
Arica y Parinacota,Segunda,68,1360.0,2021-04-06
Arica y Parinacota,Segunda,69,1247.0,2021-04-06
Arica y Parinacota,Segunda,70,1247.0,2021-04-06
Arica y Parinacota,Segunda,71,1196.0,2021-04-06
Arica y Parinacota,Segunda,72,1161.0,2021-04-06
Arica y Parinacota,Segunda,73,1144.0,2021-04-06
Arica y Parinacota,Segunda,74,1070.0,2021-04-06
Arica y Parinacota,Segunda,75,1016.0,2021-04-06
Arica y Parinacota,Segunda,76,862.0,2021-04-06
Arica y Parinacota,Segunda,77,928.0,2021-04-06
Arica y Parinacota,Segunda,78,785.0,2021-04-06
Arica y Parinacota,Segunda,79,663.0,2021-04-06
Arica y Parinacota,Segunda,80,4429.0,2021-04-06
Atacama,Primera,15,3.0,2021-04-06
Atacama,Primera,16,115.0,2021-04-06
Atacama,Primera,17,175.0,2021-04-06
Atacama,Primera,18,344.0,2021-04-06
Atacama,Primera,19,489.0,2021-04-06
Atacama,Primera,20,555.0,2021-04-06
Atacama,Primera,21,605.0,2021-04-06
Atacama,Primera,22,750.0,2021-04-06
Atacama,Primera,23,754.0,2021-04-06
Atacama,Primera,24,934.0,2021-04-06
Atacama,Primera,25,1055.0,2021-04-06
Atacama,Primera,26,1046.0,2021-04-06
Atacama,Primera,27,1149.0,2021-04-06
Atacama,Primera,28,1330.0,2021-04-06
Atacama,Primera,29,1262.0,2021-04-06
Atacama,Primera,30,1359.0,2021-04-06
Atacama,Primera,31,1491.0,2021-04-06
Atacama,Primera,32,1417.0,2021-04-06
Atacama,Primera,33,1394.0,2021-04-06
Atacama,Primera,34,1323.0,2021-04-06
Atacama,Primera,35,1342.0,2021-04-06
Atacama,Primera,36,1280.0,2021-04-06
Atacama,Primera,37,1241.0,2021-04-06
Atacama,Primera,38,1311.0,2021-04-06
Atacama,Primera,39,1317.0,2021-04-06
Atacama,Primera,40,1285.0,2021-04-06
Atacama,Primera,41,1216.0,2021-04-06
Atacama,Primera,42,1248.0,2021-04-06
Atacama,Primera,43,1285.0,2021-04-06
Atacama,Primera,44,1279.0,2021-04-06
Atacama,Primera,45,1269.0,2021-04-06
Atacama,Primera,46,1332.0,2021-04-06
Atacama,Primera,47,1291.0,2021-04-06
Atacama,Primera,48,1485.0,2021-04-06
Atacama,Primera,49,1504.0,2021-04-06
Atacama,Primera,50,1813.0,2021-04-06
Atacama,Primera,51,2020.0,2021-04-06
Atacama,Primera,52,2138.0,2021-04-06
Atacama,Primera,53,2332.0,2021-04-06
Atacama,Primera,54,2288.0,2021-04-06
Atacama,Primera,55,2292.0,2021-04-06
Atacama,Primera,56,2420.0,2021-04-06
Atacama,Primera,57,2524.0,2021-04-06
Atacama,Primera,58,2535.0,2021-04-06
Atacama,Primera,59,2412.0,2021-04-06
Atacama,Primera,60,2924.0,2021-04-06
Atacama,Primera,61,2603.0,2021-04-06
Atacama,Primera,62,2597.0,2021-04-06
Atacama,Primera,63,2516.0,2021-04-06
Atacama,Primera,64,2384.0,2021-04-06
Atacama,Primera,65,2268.0,2021-04-06
Atacama,Primera,66,2151.0,2021-04-06
Atacama,Primera,67,2053.0,2021-04-06
Atacama,Primera,68,1953.0,2021-04-06
Atacama,Primera,69,1759.0,2021-04-06
Atacama,Primera,70,1606.0,2021-04-06
Atacama,Primera,71,1574.0,2021-04-06
Atacama,Primera,72,1411.0,2021-04-06
Atacama,Primera,73,1381.0,2021-04-06
Atacama,Primera,74,1207.0,2021-04-06
Atacama,Primera,75,1244.0,2021-04-06
Atacama,Primera,76,1152.0,2021-04-06
Atacama,Primera,77,1013.0,2021-04-06
Atacama,Primera,78,989.0,2021-04-06
Atacama,Primera,79,929.0,2021-04-06
Atacama,Primera,80,6153.0,2021-04-06
Atacama,Segunda,15,1.0,2021-04-06
Atacama,Segunda,16,5.0,2021-04-06
Atacama,Segunda,17,7.0,2021-04-06
Atacama,Segunda,18,43.0,2021-04-06
Atacama,Segunda,19,128.0,2021-04-06
Atacama,Segunda,20,157.0,2021-04-06
Atacama,Segunda,21,174.0,2021-04-06
Atacama,Segunda,22,277.0,2021-04-06
Atacama,Segunda,23,315.0,2021-04-06
Atacama,Segunda,24,416.0,2021-04-06
Atacama,Segunda,25,487.0,2021-04-06
Atacama,Segunda,26,529.0,2021-04-06
Atacama,Segunda,27,555.0,2021-04-06
Atacama,Segunda,28,679.0,2021-04-06
Atacama,Segunda,29,662.0,2021-04-06
Atacama,Segunda,30,724.0,2021-04-06
Atacama,Segunda,31,794.0,2021-04-06
Atacama,Segunda,32,742.0,2021-04-06
Atacama,Segunda,33,729.0,2021-04-06
Atacama,Segunda,34,736.0,2021-04-06
Atacama,Segunda,35,666.0,2021-04-06
Atacama,Segunda,36,643.0,2021-04-06
Atacama,Segunda,37,601.0,2021-04-06
Atacama,Segunda,38,621.0,2021-04-06
Atacama,Segunda,39,611.0,2021-04-06
Atacama,Segunda,40,543.0,2021-04-06
Atacama,Segunda,41,521.0,2021-04-06
Atacama,Segunda,42,524.0,2021-04-06
Atacama,Segunda,43,544.0,2021-04-06
Atacama,Segunda,44,529.0,2021-04-06
Atacama,Segunda,45,499.0,2021-04-06
Atacama,Segunda,46,544.0,2021-04-06
Atacama,Segunda,47,512.0,2021-04-06
Atacama,Segunda,48,608.0,2021-04-06
Atacama,Segunda,49,568.0,2021-04-06
Atacama,Segunda,50,561.0,2021-04-06
Atacama,Segunda,51,518.0,2021-04-06
Atacama,Segunda,52,565.0,2021-04-06
Atacama,Segunda,53,592.0,2021-04-06
Atacama,Segunda,54,620.0,2021-04-06
Atacama,Segunda,55,633.0,2021-04-06
Atacama,Segunda,56,691.0,2021-04-06
Atacama,Segunda,57,732.0,2021-04-06
Atacama,Segunda,58,817.0,2021-04-06
Atacama,Segunda,59,808.0,2021-04-06
Atacama,Segunda,60,2294.0,2021-04-06
Atacama,Segunda,61,2141.0,2021-04-06
Atacama,Segunda,62,2165.0,2021-04-06
Atacama,Segunda,63,2107.0,2021-04-06
Atacama,Segunda,64,2026.0,2021-04-06
Atacama,Segunda,65,1958.0,2021-04-06
Atacama,Segunda,66,1880.0,2021-04-06
Atacama,Segunda,67,1832.0,2021-04-06
Atacama,Segunda,68,1731.0,2021-04-06
Atacama,Segunda,69,1587.0,2021-04-06
Atacama,Segunda,70,1454.0,2021-04-06
Atacama,Segunda,71,1424.0,2021-04-06
Atacama,Segunda,72,1276.0,2021-04-06
Atacama,Segunda,73,1287.0,2021-04-06
Atacama,Segunda,74,1133.0,2021-04-06
Atacama,Segunda,75,1152.0,2021-04-06
Atacama,Segunda,76,1068.0,2021-04-06
Atacama,Segunda,77,934.0,2021-04-06
Atacama,Segunda,78,919.0,2021-04-06
Atacama,Segunda,79,849.0,2021-04-06
Atacama,Segunda,80,5601.0,2021-04-06
Coquimbo,Primera,15,0.0,2021-04-06
Coquimbo,Primera,16,400.0,2021-04-06
Coquimbo,Primera,17,442.0,2021-04-06
Coquimbo,Primera,18,939.0,2021-04-06
Coquimbo,Primera,19,1246.0,2021-04-06
Coquimbo,Primera,20,1381.0,2021-04-06
Coquimbo,Primera,21,1482.0,2021-04-06
Coquimbo,Primera,22,1716.0,2021-04-06
Coquimbo,Primera,23,1954.0,2021-04-06
Coquimbo,Primera,24,2228.0,2021-04-06
Coquimbo,Primera,25,2456.0,2021-04-06
Coquimbo,Primera,26,2617.0,2021-04-06
Coquimbo,Primera,27,2886.0,2021-04-06
Coquimbo,Primera,28,3023.0,2021-04-06
Coquimbo,Primera,29,3190.0,2021-04-06
Coquimbo,Primera,30,3380.0,2021-04-06
Coquimbo,Primera,31,3439.0,2021-04-06
Coquimbo,Primera,32,3425.0,2021-04-06
Coquimbo,Primera,33,3331.0,2021-04-06
Coquimbo,Primera,34,3374.0,2021-04-06
Coquimbo,Primera,35,3317.0,2021-04-06
Coquimbo,Primera,36,3278.0,2021-04-06
Coquimbo,Primera,37,3135.0,2021-04-06
Coquimbo,Primera,38,3209.0,2021-04-06
Coquimbo,Primera,39,3248.0,2021-04-06
Coquimbo,Primera,40,3281.0,2021-04-06
Coquimbo,Primera,41,3058.0,2021-04-06
Coquimbo,Primera,42,3149.0,2021-04-06
Coquimbo,Primera,43,3098.0,2021-04-06
Coquimbo,Primera,44,3236.0,2021-04-06
Coquimbo,Primera,45,3497.0,2021-04-06
Coquimbo,Primera,46,3614.0,2021-04-06
Coquimbo,Primera,47,3495.0,2021-04-06
Coquimbo,Primera,48,3621.0,2021-04-06
Coquimbo,Primera,49,3750.0,2021-04-06
Coquimbo,Primera,50,4171.0,2021-04-06
Coquimbo,Primera,51,5763.0,2021-04-06
Coquimbo,Primera,52,6545.0,2021-04-06
Coquimbo,Primera,53,6829.0,2021-04-06
Coquimbo,Primera,54,6835.0,2021-04-06
Coquimbo,Primera,55,7191.0,2021-04-06
Coquimbo,Primera,56,7130.0,2021-04-06
Coquimbo,Primera,57,7208.0,2021-04-06
Coquimbo,Primera,58,7533.0,2021-04-06
Coquimbo,Primera,59,7246.0,2021-04-06
Coquimbo,Primera,60,7898.0,2021-04-06
Coquimbo,Primera,61,7265.0,2021-04-06
Coquimbo,Primera,62,7286.0,2021-04-06
Coquimbo,Primera,63,7052.0,2021-04-06
Coquimbo,Primera,64,6773.0,2021-04-06
Coquimbo,Primera,65,7111.0,2021-04-06
Coquimbo,Primera,66,6693.0,2021-04-06
Coquimbo,Primera,67,6560.0,2021-04-06
Coquimbo,Primera,68,5955.0,2021-04-06
Coquimbo,Primera,69,5549.0,2021-04-06
Coquimbo,Primera,70,5320.0,2021-04-06
Coquimbo,Primera,71,4898.0,2021-04-06
Coquimbo,Primera,72,4824.0,2021-04-06
Coquimbo,Primera,73,4433.0,2021-04-06
Coquimbo,Primera,74,3983.0,2021-04-06
Coquimbo,Primera,75,4145.0,2021-04-06
Coquimbo,Primera,76,3806.0,2021-04-06
Coquimbo,Primera,77,3635.0,2021-04-06
Coquimbo,Primera,78,3452.0,2021-04-06
Coquimbo,Primera,79,3039.0,2021-04-06
Coquimbo,Primera,80,21340.0,2021-04-06
Coquimbo,Segunda,15,0.0,2021-04-06
Coquimbo,Segunda,16,3.0,2021-04-06
Coquimbo,Segunda,17,9.0,2021-04-06
Coquimbo,Segunda,18,118.0,2021-04-06
Coquimbo,Segunda,19,264.0,2021-04-06
Coquimbo,Segunda,20,291.0,2021-04-06
Coquimbo,Segunda,21,383.0,2021-04-06
Coquimbo,Segunda,22,544.0,2021-04-06
Coquimbo,Segunda,23,706.0,2021-04-06
Coquimbo,Segunda,24,907.0,2021-04-06
Coquimbo,Segunda,25,1130.0,2021-04-06
Coquimbo,Segunda,26,1295.0,2021-04-06
Coquimbo,Segunda,27,1498.0,2021-04-06
Coquimbo,Segunda,28,1605.0,2021-04-06
Coquimbo,Segunda,29,1702.0,2021-04-06
Coquimbo,Segunda,30,1859.0,2021-04-06
Coquimbo,Segunda,31,1835.0,2021-04-06
Coquimbo,Segunda,32,1863.0,2021-04-06
Coquimbo,Segunda,33,1750.0,2021-04-06
Coquimbo,Segunda,34,1750.0,2021-04-06
Coquimbo,Segunda,35,1711.0,2021-04-06
Coquimbo,Segunda,36,1665.0,2021-04-06
Coquimbo,Segunda,37,1561.0,2021-04-06
Coquimbo,Segunda,38,1606.0,2021-04-06
Coquimbo,Segunda,39,1566.0,2021-04-06
Coquimbo,Segunda,40,1586.0,2021-04-06
Coquimbo,Segunda,41,1366.0,2021-04-06
Coquimbo,Segunda,42,1362.0,2021-04-06
Coquimbo,Segunda,43,1290.0,2021-04-06
Coquimbo,Segunda,44,1337.0,2021-04-06
Coquimbo,Segunda,45,1362.0,2021-04-06
Coquimbo,Segunda,46,1445.0,2021-04-06
Coquimbo,Segunda,47,1378.0,2021-04-06
Coquimbo,Segunda,48,1345.0,2021-04-06
Coquimbo,Segunda,49,1345.0,2021-04-06
Coquimbo,Segunda,50,1280.0,2021-04-06
Coquimbo,Segunda,51,1289.0,2021-04-06
Coquimbo,Segunda,52,1306.0,2021-04-06
Coquimbo,Segunda,53,1335.0,2021-04-06
Coquimbo,Segunda,54,1339.0,2021-04-06
Coquimbo,Segunda,55,1435.0,2021-04-06
Coquimbo,Segunda,56,2048.0,2021-04-06
Coquimbo,Segunda,57,2139.0,2021-04-06
Coquimbo,Segunda,58,2470.0,2021-04-06
Coquimbo,Segunda,59,2583.0,2021-04-06
Coquimbo,Segunda,60,5515.0,2021-04-06
Coquimbo,Segunda,61,5476.0,2021-04-06
Coquimbo,Segunda,62,5733.0,2021-04-06
Coquimbo,Segunda,63,5716.0,2021-04-06
Coquimbo,Segunda,64,5590.0,2021-04-06
Coquimbo,Segunda,65,6305.0,2021-04-06
Coquimbo,Segunda,66,6020.0,2021-04-06
Coquimbo,Segunda,67,5975.0,2021-04-06
Coquimbo,Segunda,68,5437.0,2021-04-06
Coquimbo,Segunda,69,5085.0,2021-04-06
Coquimbo,Segunda,70,4926.0,2021-04-06
Coquimbo,Segunda,71,4506.0,2021-04-06
Coquimbo,Segunda,72,4472.0,2021-04-06
Coquimbo,Segunda,73,4135.0,2021-04-06
Coquimbo,Segunda,74,3689.0,2021-04-06
Coquimbo,Segunda,75,3838.0,2021-04-06
Coquimbo,Segunda,76,3554.0,2021-04-06
Coquimbo,Segunda,77,3388.0,2021-04-06
Coquimbo,Segunda,78,3170.0,2021-04-06
Coquimbo,Segunda,79,2808.0,2021-04-06
Coquimbo,Segunda,80,19526.0,2021-04-06
Araucanía,Primera,15,2.0,2021-04-06
Araucanía,Primera,16,390.0,2021-04-06
Araucanía,Primera,17,430.0,2021-04-06
Araucanía,Primera,18,1242.0,2021-04-06
Araucanía,Primera,19,1542.0,2021-04-06
Araucanía,Primera,20,1857.0,2021-04-06
Araucanía,Primera,21,2065.0,2021-04-06
Araucanía,Primera,22,2548.0,2021-04-06
Araucanía,Primera,23,3143.0,2021-04-06
Araucanía,Primera,24,3526.0,2021-04-06
Araucanía,Primera,25,3823.0,2021-04-06
Araucanía,Primera,26,4237.0,2021-04-06
Araucanía,Primera,27,4586.0,2021-04-06
Araucanía,Primera,28,4597.0,2021-04-06
Araucanía,Primera,29,4755.0,2021-04-06
Araucanía,Primera,30,5001.0,2021-04-06
Araucanía,Primera,31,4936.0,2021-04-06
Araucanía,Primera,32,4738.0,2021-04-06
Araucanía,Primera,33,4661.0,2021-04-06
Araucanía,Primera,34,4450.0,2021-04-06
Araucanía,Primera,35,4565.0,2021-04-06
Araucanía,Primera,36,4373.0,2021-04-06
Araucanía,Primera,37,4352.0,2021-04-06
Araucanía,Primera,38,4675.0,2021-04-06
Araucanía,Primera,39,4548.0,2021-04-06
Araucanía,Primera,40,4333.0,2021-04-06
Araucanía,Primera,41,4427.0,2021-04-06
Araucanía,Primera,42,4204.0,2021-04-06
Araucanía,Primera,43,4336.0,2021-04-06
Araucanía,Primera,44,4497.0,2021-04-06
Araucanía,Primera,45,4720.0,2021-04-06
Araucanía,Primera,46,5112.0,2021-04-06
Araucanía,Primera,47,5200.0,2021-04-06
Araucanía,Primera,48,5210.0,2021-04-06
Araucanía,Primera,49,5338.0,2021-04-06
Araucanía,Primera,50,6166.0,2021-04-06
Araucanía,Primera,51,7452.0,2021-04-06
Araucanía,Primera,52,8288.0,2021-04-06
Araucanía,Primera,53,8441.0,2021-04-06
Araucanía,Primera,54,8856.0,2021-04-06
Araucanía,Primera,55,9072.0,2021-04-06
Araucanía,Primera,56,9093.0,2021-04-06
Araucanía,Primera,57,9280.0,2021-04-06
Araucanía,Primera,58,9186.0,2021-04-06
Araucanía,Primera,59,9206.0,2021-04-06
Araucanía,Primera,60,9668.0,2021-04-06
Araucanía,Primera,61,8880.0,2021-04-06
Araucanía,Primera,62,8737.0,2021-04-06
Araucanía,Primera,63,8876.0,2021-04-06
Araucanía,Primera,64,8805.0,2021-04-06
Araucanía,Primera,65,8566.0,2021-04-06
Araucanía,Primera,66,8081.0,2021-04-06
Araucanía,Primera,67,7935.0,2021-04-06
Araucanía,Primera,68,7487.0,2021-04-06
Araucanía,Primera,69,6995.0,2021-04-06
Araucanía,Primera,70,6606.0,2021-04-06
Araucanía,Primera,71,6317.0,2021-04-06
Araucanía,Primera,72,6197.0,2021-04-06
Araucanía,Primera,73,5908.0,2021-04-06
Araucanía,Primera,74,5566.0,2021-04-06
Araucanía,Primera,75,5301.0,2021-04-06
Araucanía,Primera,76,4992.0,2021-04-06
Araucanía,Primera,77,4419.0,2021-04-06
Araucanía,Primera,78,4373.0,2021-04-06
Araucanía,Primera,79,3838.0,2021-04-06
Araucanía,Primera,80,29264.0,2021-04-06
Araucanía,Segunda,15,0.0,2021-04-06
Araucanía,Segunda,16,15.0,2021-04-06
Araucanía,Segunda,17,17.0,2021-04-06
Araucanía,Segunda,18,187.0,2021-04-06
Araucanía,Segunda,19,389.0,2021-04-06
Araucanía,Segunda,20,506.0,2021-04-06
Araucanía,Segunda,21,661.0,2021-04-06
Araucanía,Segunda,22,904.0,2021-04-06
Araucanía,Segunda,23,1358.0,2021-04-06
Araucanía,Segunda,24,1865.0,2021-04-06
Araucanía,Segunda,25,2090.0,2021-04-06
Araucanía,Segunda,26,2478.0,2021-04-06
Araucanía,Segunda,27,2775.0,2021-04-06
Araucanía,Segunda,28,2854.0,2021-04-06
Araucanía,Segunda,29,2937.0,2021-04-06
Araucanía,Segunda,30,3010.0,2021-04-06
Araucanía,Segunda,31,2996.0,2021-04-06
Araucanía,Segunda,32,2821.0,2021-04-06
Araucanía,Segunda,33,2757.0,2021-04-06
Araucanía,Segunda,34,2596.0,2021-04-06
Araucanía,Segunda,35,2578.0,2021-04-06
Araucanía,Segunda,36,2417.0,2021-04-06
Araucanía,Segunda,37,2316.0,2021-04-06
Araucanía,Segunda,38,2433.0,2021-04-06
Araucanía,Segunda,39,2326.0,2021-04-06
